filename	number	category	descriptor	width	height	format	bytes	original_filename	source	license
real-charts/7109_plots_chart-candlestick-17-light_1024x1024.png	7109	plots	chart-candlestick-17-light	1024	1024	png	26203	gen-chart-candlestick__17_light_1024sq.qc.png	lilith-generated	PD-own
real-charts/7110_plots_chart-doughnut-06-contrast_1024x1024.png	7110	plots	chart-doughnut-06-contrast	1024	1024	png	94179	gen-chart-doughnut__06_contrast_1024sq.qc.png	lilith-generated	PD-own
real-charts/7111_plots_chart-gauge-12-pastel_1024x1024.png	7111	plots	chart-gauge-12-pastel	1024	1024	png	59092	gen-chart-gauge__12_pastel_1024sq.qc.png	lilith-generated	PD-own
real-charts/7112_plots_chart-horizontalbar-02-slate_1024x1024.png	7112	plots	chart-horizontalbar-02-slate	1024	1024	png	38802	gen-chart-horizontalbar__02_slate_1024sq.qc.png	lilith-generated	PD-own
real-charts/7113_plots_chart-line-03-solarized_1024x1024.png	7113	plots	chart-line-03-solarized	1024	1024	png	50648	gen-chart-line__03_solarized_1024sq.qc.png	lilith-generated	PD-own
real-charts/7114_plots_chart-ohlc-18-slate_1024x1024.png	7114	plots	chart-ohlc-18-slate	1024	1024	png	29071	gen-chart-ohlc__18_slate_1024sq.qc.png	lilith-generated	PD-own
real-charts/7115_plots_chart-pie-01-light_1024x1024.png	7115	plots	chart-pie-01-light	1024	1024	png	67764	gen-chart-pie__01_light_1024sq.qc.png	lilith-generated	PD-own
real-charts/7116_plots_chart-pie-02-slate_1024x1024.png	7116	plots	chart-pie-02-slate	1024	1024	png	72979	gen-chart-pie__02_slate_1024sq.qc.png	lilith-generated	PD-own
real-charts/7117_plots_chart-pie-03-solarized_1024x1024.png	7117	plots	chart-pie-03-solarized	1024	1024	png	68914	gen-chart-pie__03_solarized_1024sq.qc.png	lilith-generated	PD-own
real-charts/7118_plots_chart-pie-07-sunset_1024x1024.png	7118	plots	chart-pie-07-sunset	1024	1024	png	72699	gen-chart-pie__07_sunset_1024sq.qc.png	lilith-generated	PD-own
real-charts/7119_plots_chart-pie-08-forest_1024x1024.png	7119	plots	chart-pie-08-forest	1024	1024	png	74650	gen-chart-pie__08_forest_1024sq.qc.png	lilith-generated	PD-own
real-charts/7120_plots_chart-polararea-07-sunset_1024x1024.png	7120	plots	chart-polararea-07-sunset	1024	1024	png	132670	gen-chart-polararea__07_sunset_1024sq.qc.png	lilith-generated	PD-own
real-charts/7121_plots_chart-radar-08-forest_1024x1024.png	7121	plots	chart-radar-08-forest	1024	1024	png	124611	gen-chart-radar__08_forest_1024sq.qc.png	lilith-generated	PD-own
real-charts/7122_plots_chart-sankey-19-solarized_1024x1024.png	7122	plots	chart-sankey-19-solarized	1024	1024	png	38193	gen-chart-sankey__19_solarized_1024sq.qc.png	lilith-generated	PD-own
real-charts/7123_plots_chart-scatter-09-light_1024x1024.png	7123	plots	chart-scatter-09-light	1024	1024	png	43934	gen-chart-scatter__09_light_1024sq.qc.png	lilith-generated	PD-own
real-charts/7124_plots_chart-stackedbar-05-corporate_1024x1024.png	7124	plots	chart-stackedbar-05-corporate	1024	1024	png	32112	gen-chart-stackedbar__05_corporate_1024sq.qc.png	lilith-generated	PD-own
real-charts/7125_plots_chart-violin-16-forest_1024x1024.png	7125	plots	chart-violin-16-forest	1024	1024	png	73149	gen-chart-violin__16_forest_1024sq.qc.png	lilith-generated	PD-own
